Word,Length,SUBTLWF,Ortho_N,Phono_N,Concreteness_Rating,Age_Of_Acquisition,BG_Mean,Pron,NPhon,NSyll,NMorph,I_NMG_Mean_RT,I_NMG_Mean_Accuracy
lanced,6,0.12,4,4,3.7,11.79,"2,603.40","l""anst",5,1,2,602.148,1
lancer,6,0.43,5,4,4,13.12,"2,938.80","l""ans.@`",5,2,2,638.414,1
lances,6,0.57,3,3,3.59,11.79,"2,604.20","l""ans.@z",6,2,2,623.885,1
land,4,88.12,11,16,4.57,5.22,"2,421.33","l""and",4,1,1,565.792,1
landed,6,12.8,4,5,3.07,5.22,"2,870.00","l""an4.@d",6,2,2,598.76,1
lander,6,0.18,10,9,#,#,"3,205.40","l""an.4@`",5,2,1,663.962,0.963
landfall,8,0.49,0,0,3.46,10.79,"1,772.29","l""and.f%Ol",7,2,2,648.481,1
landholder,10,#,0,0,3.72,#,"2,098.44","l""and.h%old.@`",9,3,3,692.852,1
landing,7,16.04,4,7,3.87,6.72,"3,325.83","l""an4.IN",6,2,2,636.931,1
landings,8,1.37,0,0,#,6.72,"2,889.71","l""an4.INz",7,2,3,695.333,0.964
landlady,8,2.08,0,0,4.22,9.18,"1,542.29","l""and.l%e.4i",8,3,2,699.269,0.963
landless,8,#,1,1,2.28,#,"2,436.00","l""and.l@s",7,2,2,617.357,1
landlocked,10,0.2,0,0,3.79,11,"1,779.89","l""and.l%Akt",8,2,3,676.148,1
landlord,8,5.33,0,0,4.66,10.05,"1,775.29","l""and.l%Ord",8,2,2,616.36,1
landlords,9,0.45,0,0,#,10.05,"1,605.25","l""and.l%Ordz",9,2,3,634.5,0.929
landlubber,10,0.1,0,0,#,10.38,"1,747.67","l""and.l%V.b@`",8,3,2,829.846,1
landmark,8,1.25,0,0,4.1,9.61,"1,751.57","l""and.m%Ark",8,2,2,633.286,1
landmarks,9,0.35,0,0,#,9.61,"1,562.63","l""and.m%Arks",9,2,3,607.96,0.962
landmine,8,0.14,0,0,4.85,10.95,"2,555.43","l""and.m%aIn",7,2,2,714.893,1
landowner,9,0.37,0,0,4.29,11,"2,142.50","l""and.%on.@`",7,3,3,652.077,1
landowners,10,0.24,0,0,#,11,"2,067.67","l""and.%on.@`z",8,3,4,737.179,1
landrover,9,#,0,0,#,#,"2,300.88","l""and.r%ov.@`",8,3,3,768.036,1
lands,5,6.98,5,4,#,5.22,"1,919.75","l""andz",5,1,2,613.815,1
land's,6,#,0,4,#,#,"1,670.40","l""andz",5,1,2,575.185,1
landscape,9,2.49,0,0,4.34,9.89,"1,611.88","l""and.skep",8,2,2,580.615,1
landscaped,10,0.06,1,1,#,#,"1,931.11","l""and.skept",9,2,3,616.222,1
landscapes,10,0.55,1,1,#,9.89,"1,931.56","l""and.skeps",9,2,3,608.556,1
landscaping,11,1.25,0,0,4.21,11,"2,286.70","l""and.sk%ep.IN",10,3,3,629.417,1
landslide,9,0.82,0,0,4.36,9.42,"1,788.00","l""and.sl%aId",8,2,2,668.704,1
landslides,10,0.06,0,0,#,9.42,"2,088.11","l""and.sl%aIdz",9,2,3,688.786,1
lane,4,33.41,18,42,4.66,7,"2,592.33","l""en",3,1,1,552.6,1
lanes,5,1.92,7,23,#,7,"3,066.50","l""enz",4,1,2,596.769,1
langsyne,8,#,0,0,#,#,"1,755.86","%laN""zaIn",6,2,#,"1,132.11",0.409
language,8,35.1,0,2,2.35,6.79,"1,747.14","l""aN.gwIdZ",7,2,1,593.731,1
languages,9,4.1,0,0,#,6.79,"2,089.88","l""aN.gwIdZ.@z",9,3,2,576.222,1
languid,7,0.2,0,2,#,15.54,"1,846.67","l""aN.gwId",7,2,1,684.8,0.741
languish,8,0.16,0,2,2.07,13.8,"2,041.14","l""aN.gwIS",7,2,1,671.536,1
languished,10,0.14,0,0,#,13.8,"2,280.22","l""aN.gwISt",8,2,2,718.556,1
languishing,11,0.18,0,0,2.08,13.8,"2,618.80","l""aN.gwIS.IN",9,3,2,747.607,1
languor,7,0.2,0,2,#,12.67,"2,104.67","l""aN.g@`",5,2,1,775.818,0.407
lank,4,0.02,12,10,#,13.36,"1,929.33","l""aNk",4,1,1,572.37,1
lanky,5,0.43,1,3,3.12,9.72,"1,470.25","l""aNk.i",5,2,2,589.957,0.958
lanolin,7,0.06,0,0,#,14.06,"2,873.67","l""a.n@.lIn",7,3,1,856,0.808
lantern,7,2.02,0,0,5,8.55,"3,258.33","l""an.4@`n",6,2,1,612.552,1
lanterns,8,0.61,0,0,#,8.55,"3,058.00","l""an.4@`nz",7,2,2,709.154,1
lanyard,7,0.08,0,0,4.46,12.14,"1,560.83","l""an.j@`d",6,2,1,836.1,0.87
Laos,4,0.57,6,2,#,#,961,"l""A.os",4,2,1,736.529,0.654
Laotian,7,0.1,0,0,#,#,"2,053.83","le.""o.Sn=",5,3,2,822.429,0.389
Laotians,8,#,0,0,#,#,"2,025.57","le.""o.Sn=z",6,3,3,871,0.333
lap,3,13.47,18,27,4.11,3.15,"1,446.00","l""ap",3,1,1,510.857,1
lapdog,6,0.41,0,0,4.31,10.1,799.6,"""lap%dOg",6,2,#,659.429,1
lapel,5,0.49,1,0,4.56,11.73,"1,572.25","l@.p""El",5,2,1,751,0.68
lapels,6,0.43,1,0,#,11.73,"1,340.80","l@.p""Elz",6,2,2,729.818,0.786
lapidary,8,#,0,0,#,#,"1,241.71","l""a.p@.d%E.ri",8,4,1,915.5,0.5
lapped,6,0.16,8,21,3.38,3.15,"1,909.20","l""apt",4,1,2,606.308,1
lapping,7,0.41,7,11,3.44,3.15,"2,505.50","l""ap.IN",5,2,2,578.038,0.963
laps,4,3.27,13,16,#,3.15,"1,066.00","l""aps",4,1,2,553.923,1
lapse,5,1.37,0,16,2.85,11.68,"1,307.25","l""aps",4,1,1,623.074,1
lapsed,6,0.43,2,1,2.07,11.68,"1,942.80","l""apst",5,1,2,574.357,1
lapses,6,0.25,2,1,#,11.68,"1,943.60","l""aps.@z",6,2,2,640.583,0.96
lapsing,7,0.04,1,0,2.41,#,"2,618.33","l""aps.IN",6,2,2,579.148,0.964
larceny,7,2.22,0,0,2.6,13.24,"1,836.67","l""Ar.s@.ni",7,3,2,798.923,0.963
lard,4,1.69,10,19,4.88,9.74,"1,870.67","l""Ard",4,1,1,579,1
larder,6,0.16,5,8,#,14.5,"2,875.00","l""Ar.4@`",5,2,1,658.5,0.96
Laredo,6,#,0,0,#,#,"2,919.80","l@`.r""e.4o",6,3,1,813.529,0.654
large,5,41.45,2,5,3.37,5.74,"1,625.25","l""ArdZ",4,1,1,635.75,1
largely,7,1.65,0,0,2.32,#,"1,629.83","l""ArdZ.li",6,2,2,646.778,1
larger,6,8.2,1,2,#,5.74,"2,532.60","l""ArdZ.@`",5,2,2,601.714,0.966
largesse,8,0.18,0,0,#,12.31,"2,084.57","lAr.dZ""Es",6,2,1,796,0.409
largest,7,7.88,0,0,#,5.74,"2,425.83","l""ArdZ.Ist",7,2,2,580.852,1
lark,4,1.63,9,8,4.28,11.82,"1,751.33","l""Ark",4,1,1,576.148,1
larks,5,0.27,4,6,#,11.82,"1,373.50","l""Arks",5,1,2,538.333,0.964
larkspur,8,0.04,0,0,#,14.5,"1,153.29","l""Ark.sp3`",7,2,2,805.417,0.96
Larry,5,56.63,6,12,#,#,"1,549.00","l""a.ri",4,2,1,600.259,1
larva,5,0.25,0,2,4.52,8.83,"1,417.00","l""Ar.v@",5,2,2,660.077,0.963
larvae,6,0.57,1,2,4.62,8.83,"1,145.60","l""Ar.vi",5,2,2,751.417,0.889
larval,6,0.14,1,3,3.27,11.41,"1,746.40","l""Ar.vl=",5,2,2,669.556,0.931
laryngitis,10,0.45,0,0,4.37,10.59,"2,213.67","l%a.r@n.dZ""aI.4@s",10,4,2,944.1,0.909
larynx,6,1.14,0,1,4.5,12.72,"1,145.00","l""a.rINks",7,2,1,727.308,0.963
lasagna,7,3.59,0,0,4.89,5,"1,110.33","lAs""Anj@",7,3,#,769.5,0.963
lascivious,10,0.67,0,0,2.04,16.91,"1,402.78","l@.s""I.vi@s",8,3,1,920.286,0.333
laser,5,8.49,5,7,4.5,8.67,"2,916.00","l""e.z@`",4,2,1,603.846,1
lash,4,1.67,13,22,3.79,9.47,"1,588.67","l""aS",3,1,1,555.778,1
lashed,6,0.31,6,8,#,9.47,"2,200.00","l""aSt",4,1,2,555.357,1
lashes,6,0.86,7,6,#,9.47,"2,200.80","l""aS.@z",5,2,2,589.308,1
lashing,7,0.45,4,6,#,9.47,"2,777.67","l""aS.IN",5,2,2,610.926,1
lashings,8,0.12,1,0,#,#,"2,419.86","l""aS.INz",6,2,3,573.074,0.964
lass,4,2.67,14,21,#,10.07,"1,680.67","l""as",3,1,1,578.885,1
lasses,6,0.22,6,8,#,10.07,"2,312.40","l""as.@z",5,2,2,642.08,0.926
lassie,6,2.88,0,10,#,#,"1,598.60","l""as.i",4,2,2,592.44,0.962
lasso,5,0.88,0,2,4.74,8.56,"1,456.00","l""a.so",4,2,1,630.556,1
last,4,723.1,14,26,3.04,4.346,"2,345.33","l""ast",4,1,1,581.037,1
lasted,6,6.18,5,1,#,4.346,"3,183.20","l""ast.@d",6,2,2,601.778,0.964
lasting,7,2.35,7,2,2.3,8.17,"3,771.17","l""ast.IN",6,2,2,567.741,0.964
lastly,6,0.61,1,2,2.33,#,"1,800.00","l""ast.li",6,2,2,606.692,0.963
lasts,5,4.94,4,4,#,4.346,"2,010.50","l""asts",5,1,2,614.778,1
latch,5,1.92,6,19,4.79,8,"1,989.00","l""atS",3,1,1,620.214,1
latched,7,0.37,5,9,#,8,"2,365.00","l""atSt",4,1,2,613.704,1
latches,7,0.14,5,7,#,8,"2,365.67","l""atS.@z",5,2,2,697.269,1
latchkey,8,0.31,0,1,3.39,12.83,"1,298.71","l""atS.k%i",5,2,2,707.04,0.926
late,4,269.73,17,31,2.6,5.28,"3,531.67","l""et",3,1,1,535.808,1
latecomer,9,0.02,0,0,3.04,10.89,"2,936.25","l""et.k%Vm.@`",7,3,3,772.038,1
lately,6,48.22,0,1,1.41,#,"2,774.60","l""et.li",5,2,2,588.269,1
latency,7,0.04,0,0,2.04,14.39,"2,664.17","l""e.tn=.si",6,3,2,715.963,0.964
latent,6,0.76,3,0,1.81,15.17,"3,485.80","l""e.tn=t",5,2,2,639.778,0.964
later,5,291.94,7,21,1.8,4.751,"4,189.25","l""e4.@`",4,2,2,590.607,1
lateral,7,1.53,1,1,3.5,12.41,"3,821.83","l""a.4@`.r@l",7,3,1,627.148,0.964
latest,6,18.73,1,3,2.07,5.28,"3,729.80","l""e4.Ist",6,2,2,607.63,1
latex,5,1.45,1,0,4.77,13.48,"2,799.75","l""e.tEks",6,2,1,630.615,1
lath,4,0.06,7,16,#,14.55,"2,507.67","l""aT",3,1,1,601.05,0.741
lathe,5,0.31,2,14,#,12.85,"2,318.00","l""eD",3,1,1,719,0.577
lather,6,0.55,6,6,3.77,8.05,"3,086.80","l""a.D@`",4,2,1,613.63,0.964
lathered,8,0.16,2,4,#,8.05,"3,494.43","l""a.D@`d",5,2,2,665.464,0.966
lathes,6,0.02,2,2,#,12.85,"2,752.20","l""eDz",4,1,2,793,0.593
Latin,5,11,1,4,#,#,"4,468.00","l""a.tn=",4,2,1,629.259,0.964
Latinize,8,#,0,0,#,#,"2,927.14","l""a.tn=.aIz",6,3,2,682.333,0.923
latitude,8,1.59,0,0,2.54,10.47,"2,407.29","l""a.4@.tud",7,3,2,685.103,1
latitudes,9,0.12,0,0,#,10.47,"2,667.50","l""a.4@.tudz",8,3,3,666.696,1
latrine,7,2.92,0,0,4.62,12.27,"3,322.00","l@.tr""in",6,2,1,757.81,0.808
latter,6,1.25,9,23,2.17,10.687,"3,485.80","l""a.4@`",4,2,1,602.259,0.931
lattice,7,0.08,0,2,#,11,"2,595.50","l""a.4@s",5,2,1,638,0.808
laud,4,0.12,5,20,1.88,13,948,"l""Od",3,1,1,650.25,0.741
laudably,8,#,0,0,#,#,"1,015.43","l""O4.@.bli",7,3,3,793.8,0.769
laudanum,8,0.51,0,0,#,15.36,"1,108.86","l""Od.n@m",6,2,1,936.889,0.474
lauder,6,0.24,4,16,#,#,"2,321.40","l""O.4@`",4,2,1,733.353,0.654
laugh,5,62.86,0,16,4.21,3.79,819.75,"l""af",3,1,1,564.667,1
laughable,9,0.51,0,0,2.07,9.4,"1,253.25","l""af.@.bl=",6,3,2,615.37,1
laughed,7,10.69,0,15,#,3.79,"1,585.50","l""aft",4,1,2,619.115,1
laughing,8,52.29,0,4,3.96,3.79,"2,168.43","l""af.IN",5,2,2,577.111,1
laughingly,10,0.12,0,0,2.55,#,"1,906.56","l""af.IN.li",7,3,3,710,0.885
laughingstock,13,1.02,0,0,2.78,8.95,"1,831.17","l""af.IN.st%Ak",9,3,3,791.346,1
laughingstocks,14,0.02,0,0,#,8.95,"1,708.77","l""af.IN.st%Aks",10,3,4,922.778,1
laughs,6,24.27,0,7,#,3.79,670.4,"l""afs",4,1,2,561.654,1
laughter,8,13.8,1,1,4.22,5.39,"2,024.57","l""af.t@`",5,2,1,602.407,1
launch,6,19.96,2,5,3.7,7.92,"1,451.60","l""OntS",4,1,1,561,1
launched,8,3.76,2,2,#,7.92,"1,927.43","l""OntSt",5,1,2,597.214,1
launcher,8,0.82,2,2,3.87,9.16,"2,167.00","l""OntS.@`",5,2,2,620.385,0.963
launches,8,0.63,3,1,#,7.92,"1,928.00","l""OntS.@z",6,2,2,677.37,1
launching,9,2.39,0,0,#,7.92,"2,394.75","l""OntS.IN",6,2,2,628.179,1
launchings,10,0.02,0,0,#,#,"2,159.00","l""OntS.INz",7,2,3,703.846,0.929
launder,7,0.67,0,4,3.18,10.12,"2,478.00","l""On.4@`",5,2,1,682.423,0.963
laundered,9,0.47,0,0,#,10.12,"2,986.88","l""On.4@`d",6,2,2,650.32,0.962
laundering,10,1.37,0,0,2.82,12.29,"3,172.89","l""On.4@`.IN",7,3,2,637,1
launderings,11,#,0,0,#,#,"2,882.90","l""On.4@`.INz",8,3,3,739.667,0.923
laundromat,10,1.39,0,0,#,#,"1,746.89","l""On.dr@.mat",9,3,2,756.481,0.964
laundry,7,19.06,0,0,4.93,6.05,"1,189.17","l""On.dri",6,2,2,626.036,1
Laura,5,28.39,0,3,#,#,"1,737.75","l""O.r@",4,2,1,620.038,1
laureate,8,0.14,0,0,#,15.83,"2,682.00","l""O.ri@t",6,2,1,935.429,0.538
laurel,6,3.69,1,4,4.15,#,"2,023.40","l""O.r@l",5,2,1,671.929,1
laurels,7,0.27,0,1,#,#,"1,755.33","l""O.r@lz",6,2,2,626.04,0.962
Lauren,6,#,1,4,#,#,"2,439.80","l""O.r@n",5,2,1,614.407,1
Laurence,8,1.04,1,0,#,#,"2,175.57","l""O.r@ns",6,2,1,723.808,0.963
Laurentian,10,0.02,0,0,#,#,"2,733.00","lO.r""En.Sn=",7,3,1,"1,127.75",0.4
Laurie,6,#,0,7,#,#,"1,593.60","l""O.ri",4,2,1,650.72,0.962
lava,4,3.45,2,3,4.82,6.44,956.333,"l""A.v@",4,2,1,577.815,1
lavatory,8,0.96,0,0,4.81,10.58,"1,686.29","l""a.v@.t%O.ri",8,4,1,665,0.926
lavender,8,2.04,0,0,4.52,9.11,"2,663.43","l""a.v@n.4@`",7,3,1,636.769,0.963
lavish,6,0.76,1,1,2.31,10.76,"1,444.60","l""a.vIS",5,2,1,564.036,1
lavished,8,0.18,0,0,#,10.76,"1,922.43","l""a.vISt",6,2,2,679.778,1
lavishing,9,0.04,1,1,1.56,#,"2,390.38","l""a.vIS.IN",7,3,2,653.04,0.962
lavishly,8,0.04,0,0,2.04,#,"1,262.57","l""a.vIS.li",7,3,2,614.185,0.964
law,3,116.31,12,15,2.57,8.33,"1,122.50","l""O",2,1,1,603.214,1
lawful,6,2.18,0,1,2.46,11.05,741.4,"l""O.fl=",4,2,2,569.704,1
lawless,7,0.43,0,0,3.03,10.68,"1,967.67","l""O.l@s",5,2,2,605.286,1
lawmakers,9,0.31,0,0,#,9.67,"1,600.25","l""O.m%ek.@`z",7,3,4,633.522,0.852
lawmaking,9,#,0,0,2.46,#,"1,939.13","l""O.m%ek.IN",7,3,3,698.375,0.923
lawman,6,1.14,1,1,4.44,9.68,"1,485.00","l""O.m%an",5,2,2,644.37,0.964
lawmen,6,0.22,2,5,#,9.68,"1,563.80","l""O.m@n",5,2,2,646.64,0.893
lawn,4,12.35,6,24,4.93,5.45,803.333,"l""On",3,1,1,583.259,1
lawns,5,1.12,2,12,#,5.45,"1,066.50","l""Onz",4,1,2,618.786,0.966
Lawrence,8,13.65,1,0,#,#,"1,964.57","l""O.r@ns",6,2,1,691.462,1
Lawrence's,10,#,0,0,#,#,"1,660.44","l""O.r@ns.@z",8,3,2,650.667,1
laws,4,17.02,12,20,#,8.33,785.667,"l""Oz",3,1,2,554.885,1
lawsuit,7,6.1,0,0,2.94,10.56,971.667,"l""O.s%ut",5,2,2,629.296,1
lawsuits,8,1.94,0,0,#,10.56,976.571,"l""O.s%uts",6,2,3,645.111,1
lawyer,6,79.51,1,3,4.7,7.78,"1,720.20","l""O.j@`",4,2,2,577.037,1
lawyers,7,19.12,0,0,#,7.78,"1,678.33","l""O.j@`z",5,2,3,588.607,1
lawyer's,8,#,0,0,#,#,"1,399.57","l""O.j@`z",5,2,3,635.074,1
lax,3,1.71,10,28,2.36,11.33,"1,056.50","l""aks",4,1,1,557.846,1
laxative,8,0.84,0,0,4.07,11.68,"1,986.71","l""aks.@.4Iv",8,3,2,651.964,1
laxness,7,#,0,0,2.22,#,"1,741.50","l""aks.n@s",7,2,2,666.074,0.964
lay,3,58.24,17,24,3.86,5.838,"1,221.00","l""e",2,1,1,554.143,1
layer,5,3.71,3,13,3.52,8.28,"2,196.50","l""e@`",3,1,1,611.643,1
layered,7,0.22,0,2,3.1,#,"2,968.83","l""e@`d",4,1,2,649.607,1
layering,8,0.14,0,1,3.43,8.78,"3,210.57","l""e@`.IN",5,2,2,711.692,1
layers,6,2.33,1,6,#,8.28,"2,051.00","l""e@`z",4,1,3,583.893,1
laying,6,11.14,3,5,3.83,5.838,"2,680.00","l""e.IN",4,2,2,595.643,1
layman's,8,#,1,1,#,#,"1,279.29","l""e.m@nz",6,2,3,693.28,1
laymen,6,0.08,1,5,#,10.65,"1,628.20","l""e.m@n",5,2,2,616.786,1
laymen's,8,#,1,1,#,#,"1,335.57","l""e.m@nz",6,2,3,675.423,0.963
layoff,6,0.22,1,1,2.83,12.76,626.6,"l""e.%Of",4,2,2,569.586,1
layoffs,7,0.2,0,0,#,12.76,528.167,"l""e.%Ofs",5,2,3,654.885,1
layout,6,3.49,0,1,3.38,10.47,"1,029.40","l""e.%aUt",4,2,2,584.423,1
layover,7,0.49,0,0,2.93,11.44,"1,855.67","l""e.%o.v@`",5,3,2,726.821,1
lays,4,2.94,13,36,#,5.838,892,"l""ez",3,1,2,602.923,1
Lazarus,7,1.9,0,0,#,#,"1,231.33","l""a.z@`.r@s",7,3,1,677.48,0.926
laze,4,0.04,12,36,#,12.07,875.667,"l""ez",3,1,1,589.68,0.862
lazily,6,#,0,0,2.19,#,"1,044.80","l""ez.@.li",6,3,3,612.92,1
lazy,4,11.59,4,6,2.67,6.39,716.667,"l""ez.i",4,2,2,541.556,1
lazybones,9,0.16,0,0,2.79,7.79,"1,791.25","l""ez.i.b%onz",8,3,4,656.5,1
leach,5,0.75,6,20,4.15,9.195,"2,053.00","l""itS",3,1,1,605.48,1
leaches,7,0.08,5,7,#,9.195,"2,408.33","l""itS@z",5,2,#,676.269,1
lead,4,83.25,12,42,4.1,6.76,"2,094.00","l""id",3,1,1,604.654,0.963
leaded,6,0.45,10,10,2.64,8.22,"2,673.60","l""E4.@d",5,2,2,724.318,0.786
leaden,6,0.1,4,6,#,12.25,"2,539.80","l""Ed.n=",4,2,2,737.167,0.667
leader,6,31.16,6,20,3.89,6.9,"3,009.00","l""i4.@`",4,2,2,645.741,1
leaderless,10,0.06,0,0,2.17,11.75,"2,756.00","l""i4.@`.l@s",7,3,3,681.074,1
leaders,7,8.88,2,9,#,6.9,"2,752.33","l""i4.@`z",5,2,3,619.407,1
leader's,8,#,1,9,#,#,"2,320.14","l""i4.@`z",5,2,3,645.679,1
leadership,10,4.88,1,1,2.43,8.74,"2,157.89","l""i4.@`.S%Ip",7,3,3,637.519,1
leading,7,20.86,8,17,3.14,6.76,"3,162.17","l""i4.IN",5,2,2,621.519,1
leadings,8,#,4,5,#,#,"2,749.43","l""E4.INz",6,2,3,598.37,1
leads,5,19.78,8,17,#,6.76,"1,674.25","l""idz",4,1,2,592.926,0.964
leaf,4,5.2,6,23,5,4.6,"1,821.00","l""if",3,1,1,560.821,1
leafed,6,0.08,6,10,3.58,4.6,"2,103.80","l""ift",4,1,2,660.192,0.929
leafhopper,10,#,0,0,#,#,"1,749.56","""lif%hAp@`",7,3,#,748.778,0.964
leafiest,8,#,0,0,#,#,"2,224.29","l""if.i.Ist",7,3,3,831.808,0.963
leaflet,7,0.04,0,0,4.31,10.37,"1,784.33","l""if.l@t",6,2,2,682.667,1
leaflets,8,0.25,0,0,#,10.37,"1,673.14","l""if.l@ts",7,2,3,654.077,1
leafy,5,0.47,1,3,3.89,5.62,"1,394.25","l""if.i",4,2,2,636.63,1
league,6,18.63,0,18,3.46,8.45,"1,359.00","l""ig",3,1,1,612.429,1
leagued,7,#,1,7,#,#,"1,880.00","l""igd",4,1,2,783.833,0.889
leagues,7,2.1,1,7,#,8.45,"1,880.67","l""igz",4,1,2,646.852,1
league's,8,#,0,7,#,#,"1,141.00","l""igz",4,1,2,636.318,1
leak,4,10.14,8,37,4.28,5.47,"1,854.00","l""ik",3,1,1,613.045,0.957
leakage,7,0.55,0,0,3.44,9.58,"1,278.50","l""ik.IdZ",5,2,2,643.607,1
leaked,6,1.55,6,15,#,5.47,"2,189.00","l""ikt",4,1,2,615.036,1
leaks,5,2.2,5,17,#,5.47,"1,450.50","l""iks",4,1,2,573.778,1
leaky,5,1.1,3,7,3.57,5.78,"1,413.75","l""ik.i",4,2,2,569.96,0.962
lean,4,10.37,11,35,3,7.17,"2,904.67","l""in",3,1,1,568.28,1
leaned,6,1.71,7,9,#,7.17,"3,094.80","l""ind",4,1,2,673.769,0.963
leaning,7,4.25,6,9,3.59,6.477,"3,507.67","l""in.IN",5,2,2,652.154,1
leans,5,1.08,8,20,#,7.17,"2,642.50","l""inz",4,1,2,657.042,1
leap,4,6.67,6,31,3.86,5.53,"2,034.67","l""ip",3,1,1,574.741,0.964
leaped,6,0.49,7,10,#,5.53,"2,450.40","l""Ept",4,1,2,643.077,1
leapfrog,8,0.35,0,0,4.11,5.41,"1,305.71","l""ip.fr%Ag",7,2,2,629,1
leaping,7,1.57,5,10,4.28,5.53,"2,956.50","l""ip.IN",5,2,2,558.077,1
leaps,5,1.33,5,9,#,5.53,"1,602.50","l""ips",4,1,2,564.24,0.962
leapt,5,0.88,2,10,3.57,5.53,"1,616.75","l""Ept",4,1,2,728.435,0.852
learn,5,118.57,1,18,2.2,4.44,"2,167.25","l""3`n",3,1,1,617.444,1
learned,7,58.12,1,10,2.46,4.44,"2,571.50","l""3`nd",4,1,2,599.964,1
learners,8,0.1,0,3,#,6.26,"2,653.57","l""3`n.@`z",5,2,3,727.393,1
learning,8,20.31,1,8,3.14,4.44,"3,000.14","l""3`n.IN",5,2,2,603.407,1
learns,6,2.9,0,12,#,4.44,"2,105.00","l""3`nz",4,1,2,624.357,1
lease,5,6.27,5,26,3.52,11.11,"2,178.50","l""is",3,1,1,578.5,1
leased,6,1.14,8,14,#,11.11,"2,639.80","l""ist",4,1,2,619.808,0.963
leaseholder,11,0.06,0,0,4.33,15.89,"2,043.10","l""is.h%old.@`",8,3,3,736.214,1
leases,6,0.65,4,8,#,11.11,"2,640.60","l""is.@z",5,2,2,701.042,0.96
leash,5,4.29,3,17,4.89,5.79,"1,994.50","l""iS",3,1,1,556.417,1
leashes,7,0.29,1,4,#,5.79,"2,369.33","l""iS.@z",5,2,2,653.577,1
leasing,7,0.53,6,5,2.67,#,"3,199.17","l""is.IN",5,2,2,621.045,0.88
least,5,207.76,6,14,2.36,3.95,"2,562.00","l""ist",4,1,1,573.5,1
leather,7,13.59,3,13,4.82,7.25,"3,107.67","l""E.D@`",4,2,1,575.4,0.962
leathered,9,#,2,9,#,#,"3,459.13","l""E.D@`d",5,2,2,727.577,0.963
leatherneck,11,0.04,0,0,4.11,13.92,"2,363.80","l""E.D@`.n%Ek",7,3,2,713.714,1
leathers,8,0.24,3,9,#,7.25,"2,873.57","l""E.D@`z",5,2,2,637.655,1
leathery,8,0.18,2,4,3.4,11.84,"2,754.29","l""E.D@`.i",5,3,2,737.538,0.929
leave,5,560.71,3,21,2.53,5.58,"1,878.75","l""iv",3,1,1,617.846,1
leaven,6,#,3,9,#,#,"2,266.20","l""E.vn=",4,2,1,760.222,0.75
leavened,8,0.04,0,4,#,#,"2,584.43","l""E.vn=d",5,2,2,782.438,0.64
leavening,9,0.02,0,2,3.76,#,"2,957.88","l""E.vn=.IN",6,3,2,883.7,0.769
leaves,6,45.41,5,11,4.78,5.58,"2,400.80","l""ivz",4,1,2,538.778,0.964
leaving,7,141.39,6,9,3.25,5.58,"2,865.83","l""iv.IN",5,2,2,581.148,1
leavings,8,0.2,1,0,2.92,9.75,"2,495.43","l""iv.INz",6,2,3,672.556,1
Lebanese,8,1.14,0,0,#,#,"2,387.14","l%E.b@.n""iz",7,3,1,889.833,0.923
Lebanon,7,0.78,0,0,#,#,"2,220.00","l""E.b@.n@n",7,3,1,676.792,0.889
lecher,6,0.1,0,7,#,11.29,"2,829.20","l""E.tS@`",4,2,2,735.571,0.808
lecherous,9,0.41,0,0,#,14.69,"2,429.00","l""E.tS@`.@s",6,3,3,879.789,0.731
lechery,7,0.08,0,1,#,15.12,"2,463.33","l""E.tS@`.i",5,3,3,769.312,0.667
lectern,7,0.08,0,0,4.46,12.92,"2,814.50","l""Ek.t3`n",6,2,1,751.381,0.778
lecture,7,10.47,0,0,3.79,9.5,"2,082.00","l""Ek.tS@`",5,2,2,587.074,0.964
lectured,8,0.53,2,2,#,9.5,"2,425.29","l""Ek.tS@`d",6,2,3,613.423,1
lecturer,8,0.8,2,2,4.34,8.69,"2,664.86","l""Ek.tS@`.@`",6,3,3,656.556,1
lectures,8,2.51,2,2,#,9.5,"2,425.86","l""Ek.tS@`z",6,2,3,629.25,1
lecturing,9,1.41,0,0,#,9.5,"2,704.75","l""Ek.tS@`.IN",7,3,3,646,1
led,3,24.02,11,25,2.62,6.76,"3,950.50","l""Ed",3,1,1,559.889,0.964
ledge,5,3.51,3,10,4.72,11.05,"2,312.50","l""EdZ",3,1,1,598.214,1
ledger,6,1.22,1,6,4.36,12.78,"3,082.40","l""EdZ.@`",4,2,2,661.231,0.929
ledgers,7,0.37,0,4,#,12.78,"2,813.50","l""EdZ.@`z",5,2,3,645,1
ledges,6,0.08,3,4,#,11.05,"2,747.80","l""EdZ.@z",5,2,2,638.519,0.964
leech,5,1.75,2,20,4.33,7.84,"1,776.25","l""itS",3,1,1,584.333,1
leek,4,0.29,7,37,4.92,11,"1,450.00","l""ik",3,1,1,582.321,1
leer,4,0.51,7,36,3.75,10.751,"3,482.67","l""Ir",3,1,1,574.88,0.926
leered,6,0.04,2,18,#,10.751,"3,895.00","l""Ird",4,1,2,688.692,0.963
leering,7,0.49,2,14,#,10.751,"4,022.67","l""Ir.IN",5,2,2,603.538,1
leery,5,3.18,0,10,2.03,#,"2,770.50","l""I.ri",4,2,1,648.407,0.964
Lee's,5,#,2,38,#,#,"1,369.50","l""iz",3,1,2,570.625,1
leeway,6,0.55,0,1,1.96,11.17,"1,136.40","l""i.w%e",4,2,2,688.63,1
